Idx,GeneProbability/KmersHitsOnGene/KmersHitsOnAllGenes/KmersTotal,GeneAnnotation
@>MEG_5903|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_5904|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.13/5/5/135,>MEG_5990|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5905|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.04/121/121/134,>MEG_5893|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5906|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.01/15/15/135,>MEG_5994|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5907|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.25/1/4/135,>MEG_7481|Drugs|Glycopeptides|VanG-type_regulator|VANRG
@>MEG_5908|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/7/7/135,>MEG_5910|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@>MEG_5910|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.04/118/118/134,>MEG_5947|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5911|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.02/120/120/134,>MEG_5953|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5912|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/5/5/135,>MEG_5952|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5913|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/11/11/135,>MEG_5892|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5914|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.04/28/28/135,>MEG_5914|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@>MEG_5916|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,?/?/?/?,?
@>MEG_5917|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/8/8/135,>MEG_5933|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_5920|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.02/118/118/134,>MEG_5974|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5921|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.03/118/119/134,>MEG_6007|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_5924|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.13/9/9/135,>MEG_5884|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5925|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.07/119/119/134,>MEG_5976|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_5929|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.14/15/16/135,>MEG_5957|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/8/8/135,>MEG_5898|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5931|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.2/17/25/135,>MEG_5973|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5932|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.18/119/119/134,>MEG_5902|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5933|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.17/2/12/135,>MEG_2879|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABV
@>MEG_5934|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.14/7/21/135,>MEG_5989|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5935|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,?/?/?/?,?
@>MEG_5936|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.01/5/5/135,>MEG_5929|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_5940|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.14/121/122/134,>MEG_5940|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@>MEG_5942|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.03/118/118/134,>MEG_5919|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5943|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.09/8/8/135,>MEG_5943|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5944|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/6/6/135,>MEG_5910|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5945|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.08/119/120/134,>MEG_5954|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_5948|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.01/5/19/135,>MEG_5985|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5949|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/4/4/135,>MEG_5995|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5950|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,?/?/?/?,?
@>MEG_5951|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,?/?/?/?,?
@>MEG_5952|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.11/9/9/135,>MEG_5894|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5953|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/7/7/135,>MEG_6004|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5954|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.34/15/15/135,>MEG_5954|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5955|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,?/?/?/?,?
@>MEG_5956|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.48/10/10/135,>MEG_5956|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5957|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.33/3/3/135,>MEG_5886|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@>MEG_5959|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_5961|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.2/9/9/135,>MEG_5990|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5962|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.09/118/118/134,>MEG_5900|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5963|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.2/7/14/135,>MEG_5963|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5964|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,?/?/?/?,?
@>MEG_5965|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,?/?/?/?,?
@>MEG_5966|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.14/15/15/135,>MEG_5926|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5967|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.01/16/16/135,>MEG_5910|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5968|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.05/3/6/135,>MEG_5938|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_5973|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.11/11/18/135,>MEG_5966|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5974|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/6/6/135,>MEG_6005|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5975|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,?/?/?/?,?
@>MEG_5976|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.01/4/4/135,>MEG_5924|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.04/22/22/135,>MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5978|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.04/7/7/135,>MEG_6003|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5979|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,?/?/?/?,?
@>MEG_5980|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/4/4/135,>MEG_5881|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5981|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.01/7/7/135,>MEG_5905|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5982|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.13/14/15/135,>MEG_5932|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5983|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/4/4/135,>MEG_5943|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5984|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.03/118/118/134,>MEG_5925|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@>MEG_5986|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.81/18/18/135,>MEG_5986|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5987|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.03/12/12/135,>MEG_6002|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5988|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.06/8/8/135,>MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5989|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.03/5/5/135,>MEG_5880|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5990|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.29/119/119/134,>MEG_5990|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5991|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.5/7/7/135,>MEG_5991|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5992|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.01/9/9/135,>MEG_5952|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_5996|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/2/2/135,>MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5997|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.13/4/8/135,>MEG_5982|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_5998|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.11/8/10/135,>MEG_5963|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@>MEG_6000|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2_2pointsRearrangement,0.03/106/120/134,>MEG_5984|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@>MEG_6002|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.02/21/22/135,>MEG_5976|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@>MEG_6004|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.01/15/15/135,>MEG_5947|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6007|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.24/19/31/135,>MEG_5956|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_6008|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.04/25/25/135,>MEG_5994|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_6009|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB_errorrate=0.2,0.01/7/7/135,>MEG_5898|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB
@>MEG_6010|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRC_errorrate=0.2_2pointsRearrangement,1.0/119/119/134,>MEG_6010|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRC
@>MEG_6011|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRC_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD_errorrate=0.2,0.43/5/5/135,>MEG_6014|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6016|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE_errorrate=0.2,0.46/11/11/135,>MEG_6016|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE
@>MEG_6017|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2,0.08/22/22/135,>MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS
@>MEG_6018|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2,0.09/7/7/135,>MEG_6023|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS
@>MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2,0.5/4/4/135,>MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS
@>MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2,0.08/2/2/135,>MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS
@random_sequence,?/?/?/?,?
@>MEG_6022|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2,0.18/3/6/135,>MEG_6021|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS
@>MEG_6023|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2,0.09/7/7/135,>MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS
@random_sequence,?/?/?/?,?
@>MEG_6025|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2,?/?/?/?,?
@>MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2_2pointsRearrangement,0.08/119/119/134,>MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS
@>MEG_6027|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2,0.59/9/9/135,>MEG_6027|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS
@random_sequence,?/?/?/?,?
@>MEG_6029|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2,1.0/4/4/135,>MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS
@>MEG_6030|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2,0.08/8/8/135,>MEG_6028|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS
@>MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2_2pointsRearrangement,0.08/119/119/134,>MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS
@>MEG_6032|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS_errorrate=0.2,0.08/18/18/135,>MEG_6032|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS
@>MEG_6033|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC_errorrate=0.2,0.25/4/4/135,>MEG_6033|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC
@>MEG_6034|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC_errorrate=0.2,0.63/4/4/135,>MEG_6034|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC
@>MEG_6035|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC_errorrate=0.2,?/?/?/?,?
@>MEG_6036|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC_errorrate=0.2,0.31/10/10/135,>MEG_6036|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC
@>MEG_6037|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC_errorrate=0.2,0.33/12/12/135,>MEG_6039|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC
@>MEG_6038|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC_errorrate=0.2,0.5/6/6/135,>MEG_6038|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC
@>MEG_6039|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC_errorrate=0.2,0.33/10/10/135,>MEG_6037|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC
@>MEG_6040|Drugs|betalactams|Class_D_betalactamases|R39_errorrate=0.2,0.86/6/7/135,>MEG_6040|Drugs|betalactams|Class_D_betalactamases|R39
@>MEG_6041|Drugs|betalactams|Class_A_betalactamases|RAHN_errorrate=0.2,0.55/10/10/135,>MEG_6041|Drugs|betalactams|Class_A_betalactamases|RAHN
@>MEG_6042|Drugs|betalactams|Class_A_betalactamases|RAHN_errorrate=0.2,1.0/12/12/135,>MEG_6042|Drugs|betalactams|Class_A_betalactamases|RAHN
@>MEG_6043|Drugs|betalactams|Class_A_betalactamases|RAHN_errorrate=0.2,0.5/5/5/135,>MEG_6041|Drugs|betalactams|Class_A_betalactamases|RAHN
@>MEG_6044|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMA_errorrate=0.2_2pointsRearrangement,1.0/118/118/134,>MEG_6044|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMA
@random_sequence,?/?/?/?,?
@>MEG_6046|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6047|Drugs|Rifampin|RNA-polymerase_binding_protein|RBPA_errorrate=0.2,1.0/37/37/135,>MEG_6047|Drugs|Rifampin|RNA-polymerase_binding_protein|RBPA
@>MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA_errorrate=0.2,1.0/4/4/135,>MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA
@>MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB_errorrate=0.2,1.0/20/20/135,>MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6052|Metals|Chromium_resistance|Chromium_resistance_protein|RECG_errorrate=0.2_2pointsRearrangement,1.0/119/119/134,>MEG_6052|Metals|Chromium_resistance|Chromium_resistance_protein|RECG
@>MEG_6053|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM_errorrate=0.2_2pointsRearrangement,0.99/118/118/134,>MEG_6053|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM
@>MEG_6054|Drugs|Rifampin|Rifampin_glycosyltransferase|RGT_errorrate=0.2,1.0/26/26/135,>MEG_6054|Drugs|Rifampin|Rifampin_glycosyltransferase|RGT
@>MEG_6055|Drugs|Mycobacterium_tuberculosis-specific_Drug|Para-aminosalicylic_acid_resistant_mutant|RIBD|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6056|Metals|Copper_resistance|Copper_resistance_regulator|RICR_errorrate=0.2,1.0/7/7/135,>MEG_6056|Metals|Copper_resistance|Copper_resistance_regulator|RICR
@>MEG_6057|Drugs|MLS|23S_rRNA_methyltransferases|RLMA_errorrate=0.2_2pointsRearrangement,1.0/119/119/134,>MEG_6057|Drugs|MLS|23S_rRNA_methyltransferases|RLMA
@>MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH_errorrate=0.2,1.0/2/2/135,>MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH
@>MEG_6059|Drugs|betalactams|Class_B_betalactamases|RM3_errorrate=0.2,?/?/?/?,?
@>MEG_6060|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTA_errorrate=0.2,?/?/?/?,?
@>MEG_6061|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB_errorrate=0.2,0.25/21/21/135,>MEG_6065|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB
@>MEG_6062|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB_errorrate=0.2_2pointsRearrangement,0.36/118/118/134,>MEG_6062|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB
@>MEG_6063|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB_errorrate=0.2_2pointsRearrangement,0.29/118/118/134,>MEG_6063|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB
@>MEG_6064|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB_errorrate=0.2_2pointsRearrangement,0.23/121/121/134,>MEG_6061|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB
@random_sequence,?/?/?/?,?
@>MEG_6066|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTC_errorrate=0.2,1.0/26/26/135,>MEG_6066|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTC
@>MEG_6067|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTD_errorrate=0.2,0.5/23/23/135,>MEG_6067|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTD
@random_sequence,?/?/?/?,?
@>MEG_6069|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTE_errorrate=0.2,?/?/?/?,?
